Idade,Campanha,Estado_civil,Educacao,Inadimplencia,conta_corrente,Casa_Propria,Emprestimo,Contato,dia,mes,duracao,campanha,dias_anterior,Anterior,Res_anterior,Sucesso
35,"manufatura","casado","segundo","nao",280,"sim","sim","celular",31,"jul",65,50,-1,0,"desconhecido","nao"
56,"gestao","divorciado","superior","nao",-59,"nao","sim","celular",28,"jul",127,6,-1,0,"desconhecido","nao"
27,"gerencia","casado","segundo","sim",-517,"sim","nao","celular",14,"jul",172,3,-1,0,"desconhecido","nao"
42,"desempregado","solteiro","segundo","nao",2613,"sim","nao","celular",30,"jul",174,6,-1,0,"desconhecido","nao"
42,"student","casado","desconhecido","nao",-7,"nao","nao","telefone",31,"jul",41,6,-1,0,"desconhecido","nao"
41,"manufatura","casado","primeiro","nao",0,"sim","nao","outro",30,"mai",232,3,-1,0,"desconhecido","nao"
53,"aposentado","divorciado","segundo","sim",-200,"nao","sim","outro",6,"jun",161,1,-1,0,"desconhecido","nao"
67,"aposentado","casado","primeiro","nao",2301,"nao","nao","celular",16,"abr",124,1,-1,0,"desconhecido","nao"
53,"domestica","casado","primeiro","nao",104,"nao","sim","outro",5,"jun",701,1,-1,0,"desconhecido","sim"
33,"manufatura","casado","primeiro","nao",191,"sim","nao","outro",9,"mai",162,2,-1,0,"desconhecido","nao"
31,"tecnico","solteiro","desconhecido","nao",694,"sim","nao","outro",6,"jun",431,2,-1,0,"desconhecido","nao"
31,"gerencia","casado","segundo","nao",212,"sim","nao","celular",18,"jul",191,3,-1,0,"desconhecido","nao"
30,"gestao","casado","superior","nao",1882,"sim","nao","celular",11,"ago",249,5,-1,0,"desconhecido","nao"
48,"manufatura","casado","desconhecido","nao",131,"sim","nao","outro",6,"mai",189,1,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","segundo","nao",175,"nao","nao","celular",25,"ago",167,4,-1,0,"desconhecido","nao"
43,"tecnico","solteiro","superior","sim",0,"nao","nao","celular",29,"ago",73,4,-1,0,"desconhecido","nao"
38,"gestao","divorciado","superior","nao",4425,"sim","nao","outro",30,"mai",162,1,-1,0,"desconhecido","nao"
46,"desempregado","casado","segundo","nao",3533,"sim","nao","celular",12,"ago",235,2,-1,0,"desconhecido","nao"
59,"manufatura","divorciado","segundo","nao",3573,"nao","nao","celular",15,"mai",44,1,-1,0,"desconhecido","nao"
44,"gestao","divorciado","superior","nao",476,"sim","sim","outro",26,"mai",127,2,-1,0,"desconhecido","nao"
35,"manufatura","casado","segundo","nao",1257,"sim","nao","celular",20,"abr",93,3,329,7,"fracassou","nao"
55,"manufatura","casado","desconhecido","nao",23,"nao","nao","celular",30,"jan",143,1,2,3,"outro","nao"
39,"gestao","solteiro","superior","nao",0,"sim","nao","celular",16,"abr",81,2,-1,0,"desconhecido","nao"
36,"servicos","solteiro","segundo","nao",398,"sim","sim","outro",17,"jun",77,2,-1,0,"desconhecido","nao"
33,"manufatura","casado","segundo","nao",745,"sim","nao","outro",23,"mai",115,4,-1,0,"desconhecido","nao"
48,"gestao","solteiro","superior","nao",8106,"nao","nao","outro",17,"nov",125,1,111,3,"fracassou","nao"
33,"gestao","solteiro","superior","nao",0,"nao","nao","celular",19,"ago",53,4,-1,0,"desconhecido","nao"
67,"aposentado","casado","desconhecido","nao",696,"nao","nao","telefone",4,"mai",77,2,-1,0,"desconhecido","nao"
48,"desempregado","divorciado","segundo","nao",1266,"sim","nao","telefone",3,"fev",45,1,-1,0,"desconhecido","nao"
57,"gestao","casado","superior","nao",2416,"nao","nao","celular",11,"ago",74,2,-1,0,"desconhecido","nao"
31,"domestica","casado","primeiro","nao",25,"nao","nao","celular",21,"ago",169,5,-1,0,"desconhecido","nao"
30,"student","solteiro","superior","nao",7513,"nao","nao","celular",11,"ago",269,2,-1,0,"desconhecido","nao"
56,"empreendedor","divorciado","primeiro","nao",29,"nao","nao","celular",29,"jan",52,2,227,1,"fracassou","nao"
26,"manufatura","casado","primeiro","nao",5116,"sim","nao","celular",22,"jul",246,3,-1,0,"desconhecido","nao"
44,"gestao","casado","segundo","nao",-1746,"sim","nao","outro",20,"jun",218,1,-1,0,"desconhecido","nao"
44,"tecnico","divorciado","segundo","nao",14,"nao","nao","celular",13,"nov",167,1,92,1,"sucesso","sim"
31,"gestao","casado","superior","nao",4148,"sim","nao","celular",21,"nov",316,3,99,9,"outro","sim"
47,"autonomo","casado","desconhecido","nao",14,"sim","nao","celular",15,"mai",142,1,-1,0,"desconhecido","nao"
30,"gerencia","solteiro","segundo","nao",105,"sim","nao","celular",21,"nov",75,1,-1,0,"desconhecido","nao"
37,"gestao","casado","superior","nao",767,"nao","sim","celular",2,"fev",204,1,-1,0,"desconhecido","nao"
56,"gerencia","divorciado","primeiro","nao",0,"nao","sim","celular",10,"jul",542,1,-1,0,"desconhecido","nao"
43,"gestao","solteiro","segundo","nao",-228,"sim","sim","outro",16,"mai",122,2,-1,0,"desconhecido","nao"
42,"servicos","casado","segundo","nao",508,"sim","nao","outro",30,"mai",70,1,-1,0,"desconhecido","nao"
60,"gestao","casado","segundo","nao",725,"sim","nao","celular",8,"jul",266,1,-1,0,"desconhecido","nao"
34,"manufatura","casado","desconhecido","nao",41,"sim","nao","celular",6,"mai",34,9,-1,0,"desconhecido","nao"
34,"gestao","solteiro","superior","nao",184,"nao","nao","celular",22,"jul",203,4,-1,0,"desconhecido","nao"
41,"gestao","casado","superior","nao",251,"nao","sim","outro",6,"jun",85,3,-1,0,"desconhecido","nao"
38,"gestao","divorciado","segundo","nao",-17,"nao","nao","celular",21,"nov",11,4,-1,0,"desconhecido","nao"
23,"servicos","casado","segundo","nao",-19,"sim","nao","outro",20,"jun",13,10,-1,0,"desconhecido","nao"
33,"gestao","casado","superior","nao",1064,"sim","nao","celular",13,"mai",562,1,-1,0,"desconhecido","sim"
36,"manufatura","casado","segundo","nao",777,"sim","nao","celular",6,"mai",185,3,-1,0,"desconhecido","nao"
49,"desempregado","casado","superior","nao",377,"nao","nao","celular",22,"mai",158,1,59,2,"fracassou","nao"
34,"gerencia","divorciado","segundo","nao",479,"sim","nao","celular",12,"mai",515,1,350,5,"fracassou","sim"
40,"tecnico","divorciado","segundo","nao",-375,"sim","nao","celular",13,"mai",60,5,-1,0,"desconhecido","nao"
72,"aposentado","casado","primeiro","nao",796,"nao","nao","celular",24,"abr",173,2,-1,0,"desconhecido","nao"
43,"tecnico","casado","segundo","nao",17,"sim","nao","outro",16,"mai",353,4,-1,0,"desconhecido","nao"
44,"manufatura","casado","segundo","nao",1071,"sim","nao","celular",11,"mai",143,3,357,1,"fracassou","nao"
35,"gerencia","casado","segundo","nao",0,"sim","nao","celular",20,"abr",18,5,-1,0,"desconhecido","nao"
46,"gerencia","divorciado","segundo","nao",7378,"nao","nao","celular",18,"nov",466,1,-1,0,"desconhecido","nao"
55,"gerencia","casado","segundo","nao",865,"sim","nao","celular",17,"abr",85,1,151,1,"fracassou","nao"
50,"tecnico","divorciado","segundo","nao",-701,"sim","sim","celular",24,"jul",148,1,-1,0,"desconhecido","nao"
23,"manufatura","solteiro","desconhecido","nao",817,"sim","nao","celular",18,"mai",123,1,-1,0,"desconhecido","nao"
34,"student","casado","desconhecido","nao",1387,"nao","nao","celular",30,"abr",121,1,-1,0,"desconhecido","nao"
40,"manufatura","casado","segundo","nao",0,"sim","sim","outro",29,"mai",245,3,-1,0,"desconhecido","nao"
61,"aposentado","casado","segundo","nao",2917,"nao","nao","celular",6,"oct",215,1,-1,0,"desconhecido","sim"
53,"tecnico","casado","segundo","nao",4541,"sim","nao","outro",15,"mai",190,6,-1,0,"desconhecido","nao"
57,"tecnico","casado","segundo","nao",0,"nao","nao","outro",13,"mai",44,1,-1,0,"desconhecido","nao"
28,"manufatura","casado","segundo","nao",4287,"nao","nao","celular",30,"abr",171,1,-1,0,"desconhecido","nao"
25,"gerencia","casado","segundo","nao",242,"sim","nao","celular",30,"jul",62,12,-1,0,"desconhecido","nao"
38,"manufatura","casado","segundo","nao",171,"sim","sim","outro",20,"mai",172,1,-1,0,"desconhecido","nao"
27,"servicos","solteiro","segundo","nao",259,"sim","nao","outro",23,"mai",78,10,-1,0,"desconhecido","nao"
45,"manufatura","casado","segundo","nao",827,"sim","nao","outro",15,"mai",319,5,-1,0,"desconhecido","nao"
31,"servicos","solteiro","segundo","nao",469,"nao","sim","celular",2,"fev",111,1,-1,0,"desconhecido","nao"
39,"manufatura","casado","primeiro","nao",2226,"sim","nao","outro",6,"mai",158,1,-1,0,"desconhecido","nao"
42,"tecnico","casado","segundo","nao",0,"nao","nao","celular",29,"ago",82,12,-1,0,"desconhecido","nao"
46,"gestao","casado","superior","nao",477,"sim","nao","outro",20,"mai",128,6,-1,0,"desconhecido","nao"
36,"servicos","casado","segundo","nao",42,"sim","nao","outro",8,"mai",102,4,-1,0,"desconhecido","nao"
30,"gestao","solteiro","superior","nao",775,"sim","nao","outro",16,"jun",124,2,-1,0,"desconhecido","nao"
32,"manufatura","casado","segundo","nao",9,"sim","nao","celular",17,"abr",334,2,-1,0,"desconhecido","nao"
52,"tecnico","casado","superior","nao",2557,"nao","nao","celular",28,"jan",134,5,204,2,"sucesso","sim"
31,"gestao","casado","superior","nao",2395,"nao","nao","celular",27,"abr",218,1,-1,0,"desconhecido","nao"
60,"gestao","casado","primeiro","nao",4895,"nao","nao","outro",9,"jun",313,1,-1,0,"desconhecido","nao"
35,"manufatura","solteiro","segundo","nao",376,"sim","sim","outro",6,"mai",207,3,-1,0,"desconhecido","nao"
38,"gestao","casado","superior","nao",389,"sim","nao","outro",6,"mai",262,1,-1,0,"desconhecido","nao"
46,"gestao","divorciado","superior","nao",134,"nao","nao","celular",19,"ago",134,2,-1,0,"desconhecido","nao"
45,"empreendedor","divorciado","superior","nao",1273,"sim","sim","outro",11,"jun",197,3,-1,0,"desconhecido","nao"
59,"servicos","casado","segundo","nao",0,"sim","nao","celular",12,"mai",214,3,-1,0,"desconhecido","nao"
34,"gestao","casado","superior","nao",2892,"sim","sim","celular",30,"jul",1165,7,-1,0,"desconhecido","nao"
33,"tecnico","divorciado","segundo","nao",0,"sim","nao","celular",7,"mai",177,2,-1,0,"desconhecido","nao"
46,"gestao","solteiro","segundo","nao",295,"sim","nao","outro",23,"mai",141,6,-1,0,"desconhecido","nao"
48,"gerencia","casado","segundo","nao",292,"sim","sim","celular",29,"jul",164,6,-1,0,"desconhecido","nao"
31,"servicos","solteiro","segundo","nao",85,"nao","nao","celular",16,"jul",151,1,-1,0,"desconhecido","nao"
32,"tecnico","casado","segundo","nao",4,"nao","nao","celular",4,"fev",145,2,260,4,"fracassou","nao"
35,"manufatura","divorciado","primeiro","nao",-587,"sim","nao","outro",26,"mai",111,1,-1,0,"desconhecido","nao"
36,"manufatura","solteiro","primeiro","nao",367,"nao","nao","celular",2,"fev",217,1,221,1,"fracassou","nao"
52,"gestao","casado","superior","nao",-1224,"sim","nao","celular",7,"mai",253,4,-1,0,"desconhecido","nao"
45,"gestao","divorciado","superior","nao",959,"nao","nao","outro",18,"jun",74,1,-1,0,"desconhecido","nao"
34,"gestao","casado","superior","nao",0,"nao","nao","celular",20,"ago",263,2,-1,0,"desconhecido","nao"
25,"manufatura","casado","primeiro","sim",-589,"sim","nao","outro",3,"jun",233,1,-1,0,"desconhecido","nao"
26,"gestao","solteiro","superior","nao",-8,"nao","nao","celular",13,"ago",402,2,-1,0,"desconhecido","nao"
57,"gestao","casado","desconhecido","nao",0,"nao","nao","celular",30,"sep",585,1,-1,0,"desconhecido","nao"
48,"gestao","casado","primeiro","nao",247,"sim","sim","outro",14,"mai",145,1,-1,0,"desconhecido","nao"
48,"tecnico","casado","desconhecido","nao",5543,"nao","nao","outro",16,"jun",143,5,-1,0,"desconhecido","nao"
32,"manufatura","casado","primeiro","nao",642,"nao","sim","celular",8,"jul",524,1,-1,0,"desconhecido","nao"
58,"aposentado","casado","segundo","nao",11,"nao","nao","celular",11,"ago",270,1,-1,0,"desconhecido","nao"
57,"gestao","casado","primeiro","nao",-226,"sim","nao","outro",4,"jun",272,1,-1,0,"desconhecido","nao"
31,"empreendedor","casado","superior","nao",5191,"nao","nao","celular",20,"nov",187,2,-1,0,"desconhecido","nao"
33,"manufatura","solteiro","segundo","nao",-320,"nao","nao","celular",18,"mai",268,2,-1,0,"desconhecido","nao"
53,"empreendedor","casado","superior","nao",2289,"sim","sim","celular",17,"nov",183,1,-1,0,"desconhecido","nao"
36,"gerencia","casado","segundo","nao",725,"sim","nao","celular",27,"fev",123,3,99,8,"fracassou","nao"
32,"tecnico","solteiro","superior","nao",705,"sim","nao","celular",20,"abr",20,4,-1,0,"desconhecido","nao"
45,"manufatura","casado","segundo","nao",776,"sim","nao","celular",6,"fev",232,4,253,1,"fracassou","nao"
35,"desempregado","casado","superior","nao",816,"sim","nao","celular",19,"nov",547,7,-1,0,"desconhecido","nao"
41,"servicos","casado","segundo","nao",171,"nao","nao","celular",21,"jul",71,9,-1,0,"desconhecido","nao"
54,"servicos","casado","segundo","nao",812,"nao","nao","celular",31,"jul",113,6,-1,0,"desconhecido","nao"
49,"servicos","casado","segundo","nao",823,"nao","nao","celular",8,"ago",780,4,-1,0,"desconhecido","sim"
28,"tecnico","solteiro","segundo","nao",1453,"sim","nao","celular",12,"mai",246,1,343,1,"outro","nao"
24,"manufatura","solteiro","desconhecido","nao",431,"sim","nao","outro",3,"jun",108,12,-1,0,"desconhecido","nao"
30,"gerencia","solteiro","segundo","nao",1009,"sim","nao","celular",29,"jan",253,1,-1,0,"desconhecido","nao"
32,"autonomo","casado","primeiro","nao",286,"sim","nao","celular",6,"ago",175,1,-1,0,"desconhecido","nao"
53,"empreendedor","casado","superior","nao",22370,"sim","nao","outro",15,"mai",106,1,-1,0,"desconhecido","nao"
42,"manufatura","casado","primeiro","nao",2111,"sim","nao","celular",7,"mai",86,2,-1,0,"desconhecido","nao"
48,"manufatura","casado","primeiro","nao",5366,"sim","nao","outro",21,"mai",248,3,-1,0,"desconhecido","nao"
33,"tecnico","casado","segundo","nao",181,"sim","sim","telefone",28,"jul",265,2,-1,0,"desconhecido","nao"
31,"manufatura","divorciado","segundo","nao",-452,"sim","nao","outro",26,"mai",182,5,-1,0,"desconhecido","nao"
56,"desempregado","divorciado","primeiro","nao",1770,"nao","nao","celular",5,"fev",916,3,-1,0,"desconhecido","nao"
58,"aposentado","casado","primeiro","nao",0,"nao","nao","celular",4,"ago",506,1,-1,0,"desconhecido","nao"
37,"gerencia","solteiro","segundo","nao",-296,"sim","nao","celular",20,"abr",81,1,-1,0,"desconhecido","nao"
59,"gestao","casado","primeiro","nao",2358,"sim","nao","celular",17,"abr",30,1,-1,0,"desconhecido","nao"
50,"gestao","solteiro","superior","nao",1200,"nao","nao","celular",14,"ago",904,3,-1,0,"desconhecido","sim"
39,"domestica","solteiro","primeiro","nao",109,"sim","nao","outro",6,"mai",699,3,-1,0,"desconhecido","nao"
30,"tecnico","casado","segundo","nao",616,"sim","nao","celular",6,"mai",19,1,-1,0,"desconhecido","nao"
47,"servicos","divorciado","segundo","nao",4906,"sim","nao","outro",14,"mai",389,1,-1,0,"desconhecido","nao"
44,"autonomo","casado","segundo","nao",313,"nao","nao","celular",6,"ago",211,4,-1,0,"desconhecido","nao"
38,"manufatura","casado","primeiro","nao",290,"sim","nao","celular",16,"abr",283,1,-1,0,"desconhecido","nao"
50,"gestao","casado","superior","nao",1240,"nao","nao","celular",12,"ago",474,2,-1,0,"desconhecido","nao"
27,"gerencia","solteiro","superior","nao",3672,"sim","nao","celular",15,"mai",157,2,351,5,"fracassou","nao"
73,"aposentado","casado","segundo","nao",19,"nao","nao","celular",5,"nov",509,2,-1,0,"desconhecido","nao"
46,"manufatura","casado","primeiro","nao",143,"sim","nao","outro",7,"mai",279,1,-1,0,"desconhecido","nao"
56,"aposentado","divorciado","segundo","nao",212,"nao","sim","telefone",17,"jul",27,1,-1,0,"desconhecido","nao"
36,"gestao","casado","superior","nao",9,"nao","nao","celular",11,"ago",386,4,-1,0,"desconhecido","sim"
33,"manufatura","casado","primeiro","nao",3074,"nao","nao","celular",18,"nov",679,1,-1,0,"desconhecido","nao"
40,"gestao","casado","superior","nao",1734,"sim","nao","outro",2,"jun",169,1,-1,0,"desconhecido","nao"
52,"gestao","casado","superior","nao",575,"nao","nao","outro",3,"jun",315,1,-1,0,"desconhecido","nao"
51,"manufatura","casado","segundo","nao",397,"sim","nao","celular",20,"ago",293,2,-1,0,"desconhecido","nao"
33,"manufatura","casado","segundo","nao",640,"sim","nao","celular",3,"fev",439,3,-1,0,"desconhecido","nao"
54,"servicos","casado","segundo","nao",158,"sim","nao","outro",19,"mai",198,1,-1,0,"desconhecido","nao"
44,"gestao","casado","segundo","nao",2984,"sim","nao","outro",15,"mai",770,2,-1,0,"desconhecido","nao"
50,"empreendedor","casado","segundo","nao",1011,"sim","nao","telefone",30,"jul",340,2,-1,0,"desconhecido","nao"
45,"manufatura","solteiro","segundo","nao",0,"sim","nao","celular",26,"abr",1472,1,192,4,"fracassou","sim"
36,"gestao","casado","superior","nao",1133,"sim","nao","celular",4,"ago",293,1,181,2,"outro","sim"
42,"tecnico","casado","segundo","nao",4945,"sim","nao","celular",2,"mar",311,2,-1,0,"desconhecido","sim"
37,"tecnico","casado","segundo","nao",712,"sim","nao","celular",18,"nov",291,2,-1,0,"desconhecido","nao"
28,"servicos","solteiro","segundo","nao",-427,"sim","sim","outro",21,"mai",965,2,-1,0,"desconhecido","nao"
56,"gerencia","casado","segundo","nao",2146,"nao","sim","outro",9,"jun",594,1,-1,0,"desconhecido","nao"
59,"gerencia","casado","segundo","nao",92,"sim","nao","celular",12,"mai",139,2,350,1,"fracassou","nao"
32,"desempregado","casado","segundo","nao",10,"sim","nao","outro",6,"mai",501,4,-1,0,"desconhecido","nao"
57,"aposentado","casado","primeiro","nao",1238,"sim","nao","celular",15,"jul",274,1,-1,0,"desconhecido","nao"
49,"gerencia","solteiro","segundo","nao",981,"sim","nao","telefone",21,"nov",10,3,-1,0,"desconhecido","nao"
56,"empreendedor","casado","desconhecido","nao",575,"nao","nao","outro",20,"jun",18,2,-1,0,"desconhecido","nao"
48,"gerencia","divorciado","desconhecido","nao",-70,"nao","nao","celular",14,"mai",243,1,-1,0,"desconhecido","nao"
27,"student","solteiro","superior","nao",3733,"sim","nao","celular",22,"mai",198,1,98,6,"sucesso","sim"
31,"gestao","solteiro","superior","nao",574,"sim","nao","celular",16,"jul",410,2,-1,0,"desconhecido","nao"
28,"manufatura","solteiro","segundo","nao",43,"nao","nao","outro",19,"mai",190,1,-1,0,"desconhecido","nao"
36,"gestao","casado","superior","nao",428,"nao","nao","outro",28,"mai",121,1,-1,0,"desconhecido","nao"
58,"domestica","casado","primeiro","nao",0,"sim","nao","telefone",9,"jul",148,1,-1,0,"desconhecido","nao"
46,"gerencia","casado","segundo","nao",0,"sim","sim","celular",20,"abr",239,2,259,2,"fracassou","nao"
32,"gestao","solteiro","superior","nao",474,"sim","nao","celular",7,"ago",90,3,-1,0,"desconhecido","nao"
39,"servicos","casado","segundo","nao",-540,"nao","nao","outro",6,"jun",29,1,-1,0,"desconhecido","nao"
35,"autonomo","casado","superior","nao",560,"sim","nao","celular",2,"abr",58,1,136,1,"fracassou","nao"
31,"gestao","casado","superior","nao",325,"sim","nao","celular",18,"jul",1139,2,-1,0,"desconhecido","sim"
29,"gestao","solteiro","superior","nao",437,"nao","nao","celular",5,"ago",504,1,92,1,"sucesso","sim"
48,"manufatura","casado","primeiro","nao",574,"nao","nao","celular",5,"ago",348,1,-1,0,"desconhecido","nao"
60,"aposentado","casado","primeiro","nao",0,"nao","nao","telefone",30,"jul",130,3,-1,0,"desconhecido","nao"
74,"aposentado","casado","segundo","nao",935,"nao","nao","celular",26,"jan",100,1,104,1,"outro","nao"
30,"servicos","casado","segundo","nao",699,"sim","nao","outro",29,"mai",544,1,-1,0,"desconhecido","nao"
52,"gerencia","solteiro","primeiro","nao",0,"nao","nao","outro",19,"mai",182,11,-1,0,"desconhecido","nao"
24,"manufatura","casado","segundo","nao",-220,"sim","nao","celular",2,"abr",90,1,-1,0,"desconhecido","nao"
29,"servicos","casado","segundo","nao",11417,"sim","nao","outro",28,"mai",272,2,-1,0,"desconhecido","nao"
33,"domestica","casado","primeiro","nao",212,"sim","nao","celular",11,"jul",260,2,-1,0,"desconhecido","nao"
34,"manufatura","casado","segundo","nao",67,"sim","sim","outro",8,"mai",672,3,-1,0,"desconhecido","nao"
45,"gerencia","divorciado","segundo","nao",0,"nao","nao","celular",29,"oct",264,1,-1,0,"desconhecido","sim"
31,"manufatura","casado","segundo","nao",0,"nao","sim","telefone",15,"jul",275,2,-1,0,"desconhecido","nao"
45,"tecnico","casado","segundo","nao",1673,"nao","nao","celular",23,"oct",76,1,-1,0,"desconhecido","nao"
27,"servicos","casado","segundo","nao",-1202,"sim","nao","outro",4,"jun",749,2,-1,0,"desconhecido","nao"
30,"gestao","solteiro","superior","nao",4213,"nao","nao","celular",25,"ago",142,4,-1,0,"desconhecido","nao"
45,"manufatura","casado","primeiro","nao",0,"nao","nao","celular",26,"ago",454,2,-1,0,"desconhecido","nao"
57,"manufatura","casado","segundo","nao",1521,"sim","sim","celular",18,"mai",102,2,178,5,"fracassou","nao"
34,"gestao","casado","superior","nao",1310,"nao","nao","telefone",30,"jan",521,3,158,7,"outro","nao"
40,"gerencia","casado","segundo","nao",0,"sim","sim","celular",17,"nov",57,1,-1,0,"desconhecido","nao"
39,"gestao","casado","superior","nao",399,"nao","nao","celular",9,"abr",504,1,-1,0,"desconhecido","nao"
46,"tecnico","casado","superior","nao",405,"nao","nao","celular",11,"ago",138,3,-1,0,"desconhecido","nao"
55,"gestao","divorciado","superior","nao",9756,"sim","nao","celular",5,"jun",103,2,95,1,"outro","sim"
25,"gestao","solteiro","superior","nao",2506,"nao","nao","celular",17,"fev",485,1,-1,0,"desconhecido","sim"
34,"gestao","casado","superior","nao",697,"nao","nao","celular",5,"ago",166,1,-1,0,"desconhecido","nao"
37,"manufatura","casado","primeiro","nao",403,"sim","nao","celular",8,"mai",318,2,338,1,"sucesso","nao"
64,"aposentado","divorciado","superior","nao",890,"nao","nao","celular",3,"jul",531,3,-1,0,"desconhecido","nao"
45,"tecnico","divorciado","segundo","nao",809,"sim","nao","celular",13,"mai",155,2,363,4,"fracassou","nao"
57,"domestica","casado","segundo","nao",158,"sim","nao","telefone",10,"jul",73,1,-1,0,"desconhecido","nao"
21,"student","solteiro","desconhecido","nao",137,"sim","nao","outro",12,"mai",198,3,-1,0,"desconhecido","nao"
58,"domestica","casado","segundo","nao",2705,"nao","nao","telefone",14,"ago",137,1,-1,0,"desconhecido","nao"
41,"manufatura","solteiro","segundo","nao",75,"sim","nao","outro",1,"jul",479,9,-1,0,"desconhecido","sim"
41,"gestao","casado","desconhecido","nao",2457,"sim","nao","outro",9,"mai",285,1,-1,0,"desconhecido","nao"
58,"gestao","casado","superior","nao",541,"sim","nao","celular",8,"mai",98,1,-1,0,"desconhecido","nao"
33,"gestao","casado","superior","nao",287,"sim","nao","celular",15,"mai",199,2,274,3,"outro","nao"
32,"gestao","casado","superior","nao",273,"sim","sim","celular",18,"jul",97,3,-1,0,"desconhecido","nao"
44,"servicos","divorciado","segundo","nao",0,"sim","nao","outro",4,"jun",389,5,-1,0,"desconhecido","nao"
47,"desconhecido","casado","desconhecido","nao",677,"nao","nao","celular",7,"ago",384,1,99,4,"sucesso","nao"
41,"autonomo","casado","primeiro","nao",340,"nao","nao","outro",6,"jun",37,3,-1,0,"desconhecido","nao"
54,"tecnico","casado","superior","nao",98,"nao","nao","celular",8,"ago",420,4,-1,0,"desconhecido","nao"
47,"tecnico","divorciado","superior","nao",477,"sim","nao","telefone",7,"mai",973,1,366,1,"fracassou","nao"
32,"gestao","solteiro","superior","nao",2629,"nao","nao","celular",28,"ago",77,4,-1,0,"desconhecido","nao"
59,"domestica","casado","superior","nao",0,"nao","sim","celular",29,"jul",376,2,-1,0,"desconhecido","nao"
29,"tecnico","solteiro","superior","nao",2325,"nao","nao","celular",2,"fev",125,1,-1,0,"desconhecido","sim"
48,"servicos","casado","segundo","sim",-20,"nao","nao","celular",20,"ago",142,2,-1,0,"desconhecido","nao"
32,"tecnico","solteiro","segundo","nao",230,"sim","nao","celular",18,"mai",442,1,266,8,"fracassou","sim"
46,"gestao","divorciado","segundo","nao",-852,"nao","sim","celular",29,"ago",728,2,-1,0,"desconhecido","nao"
31,"manufatura","solteiro","primeiro","nao",-280,"nao","nao","outro",21,"mai",281,3,-1,0,"desconhecido","nao"
53,"manufatura","casado","segundo","nao",25,"nao","nao","celular",22,"ago",528,2,-1,0,"desconhecido","sim"
34,"tecnico","solteiro","superior","nao",9851,"sim","nao","celular",20,"nov",128,5,-1,0,"desconhecido","nao"
48,"servicos","solteiro","desconhecido","nao",5095,"sim","nao","outro",16,"jun",71,1,-1,0,"desconhecido","nao"
32,"tecnico","casado","segundo","nao",687,"nao","nao","celular",20,"ago",161,4,-1,0,"desconhecido","nao"
31,"gestao","casado","segundo","nao",1368,"sim","nao","celular",12,"ago",129,4,-1,0,"desconhecido","nao"
27,"manufatura","solteiro","primeiro","nao",-179,"sim","nao","celular",15,"mai",54,2,-1,0,"desconhecido","nao"
60,"gerencia","casado","segundo","nao",-396,"sim","nao","celular",11,"mai",443,1,350,1,"fracassou","nao"
34,"manufatura","solteiro","superior","nao",1011,"sim","nao","outro",6,"mai",136,1,-1,0,"desconhecido","nao"
52,"autonomo","casado","segundo","nao",9,"nao","sim","outro",6,"jun",44,1,-1,0,"desconhecido","nao"
48,"manufatura","casado","segundo","nao",1159,"sim","sim","celular",15,"mai",1181,9,-1,0,"desconhecido","nao"
45,"tecnico","casado","primeiro","nao",-322,"nao","nao","outro",9,"jun",225,2,-1,0,"desconhecido","nao"
54,"tecnico","divorciado","segundo","nao",1114,"sim","nao","celular",30,"jan",81,1,-1,0,"desconhecido","nao"
52,"servicos","casado","segundo","nao",2072,"nao","nao","celular",10,"jul",224,1,-1,0,"desconhecido","nao"
47,"empreendedor","casado","superior","nao",459,"sim","nao","celular",29,"jul",189,4,-1,0,"desconhecido","nao"
54,"desconhecido","casado","segundo","nao",1157,"nao","nao","celular",26,"mai",98,2,-1,0,"desconhecido","nao"
34,"manufatura","casado","segundo","nao",8309,"sim","sim","celular",19,"nov",50,1,-1,0,"desconhecido","nao"
39,"tecnico","solteiro","superior","nao",1043,"nao","nao","celular",18,"ago",195,10,-1,0,"desconhecido","nao"
46,"tecnico","casado","segundo","nao",2098,"nao","nao","celular",7,"ago",110,2,-1,0,"desconhecido","nao"
26,"desempregado","solteiro","segundo","nao",461,"nao","nao","celular",28,"jan",214,1,-1,0,"desconhecido","nao"
37,"tecnico","solteiro","segundo","nao",61,"sim","nao","outro",19,"mai",182,8,-1,0,"desconhecido","nao"
47,"manufatura","casado","segundo","nao",1203,"sim","nao","celular",17,"abr",239,2,-1,0,"desconhecido","nao"
35,"tecnico","casado","segundo","nao",1067,"nao","sim","celular",12,"ago",179,6,-1,0,"desconhecido","nao"
57,"desempregado","casado","primeiro","nao",0,"nao","nao","outro",9,"jun",540,1,-1,0,"desconhecido","nao"
34,"gestao","casado","superior","nao",1657,"sim","nao","celular",18,"mai",566,2,356,4,"fracassou","nao"
47,"tecnico","casado","segundo","nao",1219,"nao","nao","celular",18,"ago",697,4,-1,0,"desconhecido","sim"
27,"tecnico","casado","segundo","nao",7,"sim","nao","outro",15,"mai",98,2,-1,0,"desconhecido","nao"
40,"manufatura","casado","segundo","nao",-839,"sim","sim","celular",16,"jul",1018,2,-1,0,"desconhecido","sim"
39,"tecnico","casado","segundo","nao",994,"nao","nao","celular",5,"fev",221,1,241,1,"fracassou","nao"
