Country or Area,Year,Scope,Value,Value Footnotes
Lesotho,1975,Not applicable,5.239399865,2
Lesotho,1974,Not applicable,4.590608415,2
Lesotho,1973,Not applicable,4.053583559,2
Liberia,1990,Monrovia,108.1280788,"19,95"
Liberia,1989,Monrovia,100,19
Liberia,1988,Monrovia,94.41707718,19
Liberia,1987,Monrovia,86.16584565,19
Liberia,1986,Monrovia,82.04022989,19
Liberia,1985,Monrovia,78.87931035,19
Liberia,1984,Monrovia,79.70032841,19
Liberia,1983,Monrovia,78.73563218,19
Liberia,1982,Monrovia,76.64203613,19
Liberia,1981,Monrovia,72.31116585,19
Liberia,1980,Monrovia,66.58456486,19
Liberia,1979,Monrovia,58.6001642,19
Liberia,1978,Monrovia,52.52463054,19
Liberia,1977,Monrovia,48.93267652,19
Liberia,1976,Monrovia,46.07963875,19
Liberia,1975,Monrovia,43.61658457,19
Liberia,1974,Monrovia,38.42364532,19
Liberia,1973,Monrovia,32.14285714,19
Liberia,1972,Monrovia,26.88834154,19
Liberia,1971,Monrovia,25.86206897,19
Liberia,1970,Monrovia,25.80049261,19
Liberia,1969,Monrovia,25.61576355,19
Libyan Arab Jamahiriya,1984,Tripoli,100,"2,96"
Libyan Arab Jamahiriya,1983,Tripoli,91.80751174,"2,96"
Libyan Arab Jamahiriya,1982,Tripoli,83.00469484,"2,96"
Libyan Arab Jamahiriya,1979,Tripoli,60.30516432,"2,96"
Libyan Arab Jamahiriya,1978,Tripoli,48.99061033,"2,96"
Libyan Arab Jamahiriya,1977,Tripoli,43.70892019,"2,96"
Libyan Arab Jamahiriya,1976,Tripoli,38.66197183,"2,96"
Libyan Arab Jamahiriya,1975,Tripoli,35.44600939,"2,96"
Libyan Arab Jamahiriya,1974,Tripoli,33.52112676,"2,96"
Libyan Arab Jamahiriya,1973,Tripoli,31.71361502,"2,96"
Libyan Arab Jamahiriya,1972,Tripoli,33.21596244,"2,96"
Libyan Arab Jamahiriya,1971,Tripoli,35.18779343,"2,96"
Lithuania,2008,Not applicable,126.91224,97
Lithuania,2007,Not applicable,114.40667,97
Lithuania,2006,Not applicable,108.20082,97
Lithuania,2005,Not applicable,104.3,"4,97"
Lithuania,2004,Not applicable,101.6,97
Lithuania,2003,Not applicable,100.4,97
Lithuania,2002,Not applicable,101.6,97
Lithuania,2001,Not applicable,101.3,97
Lithuania,2000,Not applicable,100,"4,97"
Lithuania,1999,Not applicable,99.06435875,97
Lithuania,1998,Not applicable,98.31918733,97
Lithuania,1997,Not applicable,93.57414957,97
Lithuania,1996,Not applicable,85.94199024,97
Lithuania,1995,Not applicable,68.96010158,97
Lithuania,1994,Not applicable,49.38180846,97
Lithuania,1993,Not applicable,28.67740426,97
Lithuania,1992,Not applicable,5.620530642,97
Lithuania,1991,Not applicable,0.501570541,"13,97"
Lithuania,1989,Not applicable,100,97
Lithuania,1988,Not applicable,98.14323607,97
Lithuania,1987,Not applicable,98.49690539,97
Lithuania,1986,Not applicable,96.37488948,97
Lithuania,1985,Not applicable,93.4571176,97
Lithuania,1984,Not applicable,92.92661362,97
Lithuania,1983,Not applicable,93.4571176,97
Lithuania,1982,Not applicable,92.83819629,97
Lithuania,1981,Not applicable,89.56675508,97
Lithuania,1980,Not applicable,88.4173298,97
Luxembourg,2008,Not applicable,121.6747679,70
Luxembourg,2007,Not applicable,117.686166,70
Luxembourg,2006,Not applicable,115.0308326,70
Luxembourg,2005,Not applicable,112.0393812,"4,70"
Luxembourg,2004,Not applicable,109.3202063,70
Luxembourg,2003,Not applicable,106.9385842,70
Luxembourg,2002,Not applicable,104.7913737,70
Luxembourg,2001,Not applicable,102.6629161,70
Luxembourg,2000,Not applicable,100,70
Luxembourg,1999,Not applicable,96.94327239,70
Luxembourg,1998,Not applicable,95.95874355,70
Luxembourg,1997,Not applicable,95.04922644,70
Luxembourg,1996,Not applicable,93.76465073,"4,70"
Luxembourg,1995,Not applicable,92.46739982,70
Luxembourg,1994,Not applicable,90.73504613,70
Luxembourg,1993,Not applicable,88.78514105,70
Luxembourg,1992,Not applicable,85.7071917,70
Luxembourg,1991,Not applicable,83.08851751,70
Luxembourg,1990,Not applicable,80.5745903,"13,70"
Luxembourg,1989,Not applicable,96.43077465,70
Luxembourg,1988,Not applicable,93.29338151,70
Luxembourg,1987,Not applicable,91.9714462,"70,98"
Luxembourg,1986,Not applicable,92.02432361,70
Luxembourg,1985,Not applicable,91.75112365,70
Luxembourg,1984,Not applicable,88.12902089,"4,70"
Luxembourg,1983,Not applicable,83.43128048,70
Luxembourg,1982,Not applicable,76.77492104,70
Luxembourg,1981,Not applicable,70.20692036,70
Luxembourg,1980,Not applicable,64.96135568,70
Luxembourg,1979,Not applicable,61.11185931,70
Luxembourg,1978,Not applicable,58.45520612,70
Luxembourg,1977,Not applicable,56.69981222,70
Luxembourg,1976,Not applicable,53.13600915,70
Luxembourg,1975,Not applicable,48.39408937,70
Luxembourg,1974,Not applicable,43.71107543,70
Luxembourg,1973,Not applicable,39.90281315,70
Luxembourg,1972,Not applicable,37.62021201,70
Luxembourg,1971,Not applicable,35.75289702,70
Luxembourg,1970,Not applicable,34.15654887,70
Luxembourg,1969,Not applicable,32.64266889,70
"Macau, China",2008,Not applicable,119.4068568,
"Macau, China",2007,Not applicable,109.9365254,
"Macau, China",2006,Not applicable,104.135227,
"Macau, China",2005,Not applicable,99.0350789,4
"Macau, China",2004,Not applicable,94.86380541,
"Macau, China",2003,Not applicable,93.93908936,
"Macau, China",2002,Not applicable,95.42667605,
"Macau, China",2001,Not applicable,98.0199015,
"Macau, China",2000,Not applicable,100,4
"Macau, China",1999,Not applicable,101.6392879,99
"Macau, China",1998,Not applicable,157.854417,
"Macau, China",1997,Not applicable,157.578555,4
"Macau, China",1996,Not applicable,152.2634482,
"Macau, China",1995,Not applicable,145.2602745,
"Macau, China",1994,Not applicable,133.8013777,4
"Macau, China",1993,Not applicable,125.9235669,
"Macau, China",1992,Not applicable,118.0254777,
"Macau, China",1991,Not applicable,109.5541401,
"Macau, China",1990,Not applicable,100,
"Macau, China",1989,Not applicable,92.61146497,
"Macau, China",1988,Not applicable,85.15923567,
"Macau, China",1987,Not applicable,78.98089172,
"Macau, China",1986,Not applicable,75.47770701,
"Macau, China",1985,Not applicable,74.07643312,
"Macau, China",1984,Not applicable,72.5477707,
"Macedonia, The former Yugoslav Rep. of",2008,Not applicable,124.3986254,
"Macedonia, The former Yugoslav Rep. of",2007,Not applicable,114.8453608,
"Macedonia, The former Yugoslav Rep. of",2006,Not applicable,112.2680412,
"Macedonia, The former Yugoslav Rep. of",2005,Not applicable,108.7972509,
"Macedonia, The former Yugoslav Rep. of",2004,Not applicable,108.2474227,
"Macedonia, The former Yugoslav Rep. of",2003,Not applicable,108.6941581,
"Macedonia, The former Yugoslav Rep. of",2002,Not applicable,107.3883162,
"Macedonia, The former Yugoslav Rep. of",2001,Not applicable,105.4982818,
"Macedonia, The former Yugoslav Rep. of",2000,Not applicable,100,
"Macedonia, The former Yugoslav Rep. of",1999,Not applicable,94.50171821,
"Macedonia, The former Yugoslav Rep. of",1998,Not applicable,95.18900344,
"Macedonia, The former Yugoslav Rep. of",1997,Not applicable,95.25773196,
"Macedonia, The former Yugoslav Rep. of",1996,Not applicable,92.85223368,
"Macedonia, The former Yugoslav Rep. of",1995,Not applicable,90.75601375,
"Macedonia, The former Yugoslav Rep. of",1994,Not applicable,78.45360825,
"Macedonia, The former Yugoslav Rep. of",1993,Not applicable,34.36426117,4
"Macedonia, The former Yugoslav Rep. of",1992,Not applicable,7.438151711,
"Macedonia, The former Yugoslav Rep. of",1991,Not applicable,0.461624248,
"Macedonia, The former Yugoslav Rep. of",1990,Not applicable,0.21898683,
"Macedonia, The former Yugoslav Rep. of",1989,Not applicable,0.031436513,
"Macedonia, The former Yugoslav Rep. of",1988,Not applicable,0.002303896,
"Macedonia, The former Yugoslav Rep. of",1987,Not applicable,0.000789288,
"Macedonia, The former Yugoslav Rep. of",1986,Not applicable,0.000366598,
"Macedonia, The former Yugoslav Rep. of",1985,Not applicable,0.000193651,
"Macedonia, The former Yugoslav Rep. of",1984,Not applicable,0.000113332,
"Macedonia, The former Yugoslav Rep. of",1983,Not applicable,7.60E-05,
"Macedonia, The former Yugoslav Rep. of",1982,Not applicable,5.36E-05,
"Macedonia, The former Yugoslav Rep. of",1981,Not applicable,3.96E-05,
Madagascar,2008,Cinq régions,221.35,
Madagascar,2007,Cinq régions,202.6,
Madagascar,2006,Cinq régions,183.7,
Madagascar,2005,Cinq régions,165.9,
Madagascar,2004,Cinq régions,139.9,
Madagascar,2003,Cinq régions,123,
Madagascar,2002,Cinq régions,125.1,
Madagascar,2001,Cinq régions,107.4,
Madagascar,2000,"Antananarivo, Europ.",100,2
Madagascar,2000,Cinq régions,100,
Madagascar,2000,"Antananarivo, Madagasc.",100,2
Madagascar,1999,"Antananarivo, Madagasc.",89.3974095,2
Madagascar,1999,"Antananarivo, Europ.",89.49208017,2
Madagascar,1998,"Antananarivo, Europ.",82.07733958,2
Madagascar,1998,"Antananarivo, Madagasc.",81.32181143,2
Madagascar,1997,"Antananarivo, Madagasc.",76.56998788,2
Madagascar,1997,"Antananarivo, Europ.",72.62607079,2
Madagascar,1996,"Antananarivo, Europ.",66.91853887,2
Madagascar,1996,"Antananarivo, Madagasc.",73.28085606,2
Madagascar,1995,"Antananarivo, Madagasc.",61.18478031,2
Madagascar,1995,"Antananarivo, Europ.",55.43276224,2
Madagascar,1994,"Antananarivo, Europ.",37.81719735,2
Madagascar,1994,"Antananarivo, Madagasc.",41.05352297,2
Madagascar,1993,"Antananarivo, Madagasc.",29.54252391,2
Madagascar,1993,"Antananarivo, Europ.",28.9861807,2
Madagascar,1992,"Antananarivo, Europ.",26.26474867,2
Madagascar,1992,"Antananarivo, Madagasc.",26.85386555,2
Madagascar,1991,"Antananarivo, Madagasc.",23.4396351,2
Madagascar,1991,"Antananarivo, Europ.",24.09487635,2
Madagascar,1990,"Antananarivo, Europ.",21.89065783,2
Madagascar,1990,"Antananarivo, Madagasc.",21.59587367,2
Madagascar,1989,"Antananarivo, Madagasc.",19.3190785,2
Madagascar,1989,"Antananarivo, Europ.",19.43995474,2
Madagascar,1988,"Antananarivo, Europ.",17.61758526,2
Madagascar,1988,"Antananarivo, Madagasc.",17.72166516,2
Madagascar,1987,"Antananarivo, Europ.",13.8152578,2
Madagascar,1987,"Antananarivo, Madagasc.",14.02644393,2
Madagascar,1986,"Antananarivo, Madagasc.",12.1480398,2
Madagascar,1986,"Antananarivo, Europ.",11.02311298,2
Madagascar,1985,"Antananarivo, Europ.",9.980604493,2
Madagascar,1985,"Antananarivo, Madagasc.",10.61028888,2
Madagascar,1984,"Antananarivo, Madagasc.",9.597952232,2
Madagascar,1984,"Antananarivo, Europ.",9.263374818,2
Madagascar,1983,"Antananarivo, Europ.",8.426943591,2
Madagascar,1983,"Antananarivo, Madagasc.",8.735733944,2
Madagascar,1982,"Antananarivo, Madagasc.",7.307684905,2
Madagascar,1982,"Antananarivo, Europ.",6.943995474,2
Madagascar,1981,"Antananarivo, Europ.",5.325682884,2
Madagascar,1981,"Antananarivo, Madagasc.",5.554379415,2
Madagascar,1980,"Antananarivo, Madagasc.",4.2552782,2
Madagascar,1980,"Antananarivo, Europ.",4.287215129,2
Madagascar,1979,"Antananarivo, Europ.",3.778083077,2
Madagascar,1979,"Antananarivo, Madagasc.",3.598991513,2
Madagascar,1978,"Antananarivo, Madagasc.",3.156334802,2
Madagascar,1978,"Antananarivo, Europ.",3.408356231,2
Madagascar,1977,"Antananarivo, Europ.",3.169953128,2
Madagascar,1977,"Antananarivo, Madagasc.",2.961950769,2
Madagascar,1976,"Antananarivo, Madagasc.",2.873419427,2
Madagascar,1976,"Antananarivo, Europ.",2.913366737,2
Madagascar,1975,"Antananarivo, Europ.",2.638597058,2
Madagascar,1975,"Antananarivo, Madagasc.",2.736773225,2
Madagascar,1974,"Antananarivo, Madagasc.",2.528917031,2
Madagascar,1974,"Antananarivo, Europ.",2.319379344,2
Madagascar,1973,"Antananarivo, Europ.",2.099159528,"2,4"
Madagascar,1973,"Antananarivo, Madagasc.",2.07278816,"2,4"
Madagascar,1972,"Antananarivo, Madagasc.",1.952875361,2
Madagascar,1972,"Antananarivo, Europ.",2.052972856,2
Madagascar,1971,"Antananarivo, Europ.",1.930368378,2
Madagascar,1971,"Antananarivo, Madagasc.",1.848682316,2
Madagascar,1970,"Antananarivo, Madagasc.",1.753420103,2
Madagascar,1970,"Antananarivo, Europ.",1.816894021,2
Madagascar,1969,"Antananarivo, Europ.",1.726897117,2
Madagascar,1969,"Antananarivo, Madagasc.",1.704300525,2
Malawi,2008,Not applicable,265.38,
Malawi,2007,Not applicable,244.1,
Malawi,2006,Not applicable,226.1,
Malawi,2005,Not applicable,198.5,
Malawi,2004,Not applicable,172,
Malawi,2003,Not applicable,154.3,
Malawi,2002,Not applicable,140.8,
Malawi,2001,Not applicable,122.7,
Malawi,2000,Not applicable,100,4
Malawi,1999,Not applicable,77.16508796,
Malawi,1998,Not applicable,53.31529093,
Malawi,1997,Not applicable,41.07577808,
Malawi,1996,Not applicable,37.63193505,
Malawi,1995,Not applicable,27.34776725,
Malawi,1994,Not applicable,14.9188092,
Malawi,1993,Not applicable,11.08254398,
Malawi,1992,Not applicable,9.02571042,
Malawi,1991,Not applicable,7.320703654,
Malawi,1990,Not applicable,6.765899865,
Malawi,1990,Blantyre,100,"1,2,38"
Malawi,1990,Blantyre,100,"1,2,37"
Malawi,1989,Blantyre,92.59348613,"1,2,37"
Malawi,1989,Blantyre,89.44644464,"1,2,38"
Malawi,1988,Blantyre,79.54545455,"1,2,38"
Malawi,1988,Blantyre,78.89022919,"1,2,37"
Malawi,1987,Blantyre,60.86851629,"1,2,37"
Malawi,1987,Blantyre,59.40594059,"1,2,38"
Malawi,1986,Blantyre,47.41224122,"1,2,38"
Malawi,1986,Blantyre,47.06875754,"1,2,37"
Malawi,1985,Blantyre,40.96501809,"1,2,37"
Malawi,1985,Blantyre,41.60666067,"1,2,38"
Malawi,1984,Blantyre,37.64626463,"1,2,38"
Malawi,1984,Blantyre,34.52352232,"1,2,37"
Malawi,1983,Blantyre,32.23160434,"1,2,37"
Malawi,1983,Blantyre,31.36813681,"1,2,38"
Malawi,1982,Blantyre,27.63276328,"1,2,38"
Malawi,1982,Blantyre,29.04704463,"1,2,37"
Malawi,1981,Blantyre,26.46562123,"1,2,37"
Malawi,1981,Blantyre,25.15751575,"1,2,38"
Malawi,1980,Blantyre,22.50225023,"1,2,4,38"
Malawi,1980,Blantyre,24.12545235,"1,2,4,37"
Malawi,1979,Blantyre,19.06335432,"1,2,37"
Malawi,1979,Blantyre,19.01481661,"1,2,38"
Malawi,1978,Blantyre,17.08657951,"1,2,38"
Malawi,1978,Blantyre,16.49463068,"1,2,37"
Malawi,1977,Blantyre,14.52185093,"1,2,37"
Malawi,1977,Blantyre,15.74880735,"1,2,38"
Malawi,1976,Blantyre,15.11221233,"1,2,38"
Malawi,1976,Blantyre,12.85731802,"1,2,37"
Malawi,1975,Blantyre,11.47363222,"1,2,37"
Malawi,1975,Blantyre,14.48484332,"1,2,38"
Malawi,1974,Blantyre,12.53815418,"1,2,38"
Malawi,1974,Blantyre,9.58990156,"1,2,37"
Malawi,1973,Blantyre,8.144566396,"1,2,37"
Malawi,1973,Blantyre,10.8682455,"1,2,38"
Malawi,1972,Blantyre,10.34236265,"1,2,38"
Malawi,1972,Blantyre,7.706170896,"1,2,37"
Malawi,1971,Blantyre,7.418473849,"1,2,37"
Malawi,1971,Blantyre,9.98254807,"1,2,38"
Malawi,1970,Blantyre,9.226014852,"1,2,38"
Malawi,1970,Blantyre,6.849929686,"1,2,37"
Malawi,1969,Blantyre,8.42335156,"1,2,38"
Malaysia,2008,Not applicable,121.52626,
Malaysia,2007,Not applicable,115.30813,
Malaysia,2006,Not applicable,113.01724,
Malaysia,2005,Not applicable,109.09,4
Malaysia,2004,Not applicable,105.9,
Malaysia,2003,Not applicable,104.4,
Malaysia,2002,Not applicable,103.2,
Malaysia,2001,Not applicable,101.4,
Malaysia,2000,Not applicable,100,4
Malaysia,1999,Not applicable,98.50869925,
Malaysia,1998,Not applicable,95.85749793,
Malaysia,1997,Not applicable,91.05219553,
Malaysia,1996,Not applicable,88.64954433,
Malaysia,1995,Not applicable,85.66694283,
Malaysia,1994,Not applicable,82.85004143,4
Malaysia,1993,Not applicable,79.88607061,
Malaysia,1992,Not applicable,77.13381199,
Malaysia,1991,Not applicable,73.67584604,
Malaysia,1990,Not applicable,70.57073375,4
Malaysia,1989,Not applicable,68.47102397,
Malaysia,1988,Not applicable,66.57616392,
Malaysia,1987,Not applicable,64.93736604,
Malaysia,1986,Not applicable,64.4252417,
Malaysia,1985,Not applicable,64.06675466,
Malaysia,1984,Not applicable,63.81069249,
Malaysia,1983,Not applicable,61.60855784,
Malaysia,1982,Not applicable,59.40642319,
Malaysia,1981,Not applicable,56.18003986,
Malaysia,1980,Not applicable,51.21243378,
Malaysia,1979,Not applicable,47.93483802,
Malaysia,1978,Not applicable,46.29604014,
Malaysia: Sabah,1996,Not applicable,85.90861568,100
Malaysia: Sabah,1995,Not applicable,83.55624395,100
Malaysia: Sabah,1994,Not applicable,81.29796709,100
Malaysia: Sabah,1993,Not applicable,78.66331075,100
Malaysia: Sabah,1992,Not applicable,76.87550823,"13,100"
Malaysia: Sabah,1987,Not applicable,100,100
Malaysia: Sabah,1986,Not applicable,100.9868421,100
Malaysia: Sabah,1985,Not applicable,101.8092105,100
Malaysia: Sabah,1984,Not applicable,100.9046053,100
Malaysia: Sabah,1983,Not applicable,99.67105263,100
Malaysia: Sabah,1982,Not applicable,95.06578947,100
Malaysia: Sabah,1981,Not applicable,89.80263158,100
Malaysia: Sabah,1980,Not applicable,82.23684211,"4,100"
Malaysia: Sabah,1979,Not applicable,76.98146995,100
Malaysia: Sabah,1978,Not applicable,74.45110558,100
Malaysia: Sabah,1977,Not applicable,72.79663656,100
Malaysia: Sabah,1976,Not applicable,70.31493304,100
Malaysia: Sabah,1975,Not applicable,68.85510744,100
Malaysia: Sabah,1974,Not applicable,64.57295235,100
Malaysia: Sabah,1973,Not applicable,56.44658985,100
Malaysia: Sabah,1972,Not applicable,52.94300841,100
Malaysia: Sabah,1971,Not applicable,51.67782622,100
Malaysia: Sabah,1970,Not applicable,50.5586266,100
Malaysia: Sabah,1969,Not applicable,50.21800062,100
Maldives,2008,Male,131.6472781,
Maldives,2007,Male,117.5059761,
Maldives,2006,Male,110.0231347,4
Maldives,2005,Male,108.4736888,
Maldives,2004,Male,105.0178899,
Maldives,2003,Male,98.69098525,
Maldives,2002,Male,101.6057248,
Maldives,2001,Male,100.6719609,
Maldives,2000,Male,100,
Maldives,1999,Male,101.1955668,
Maldives,1998,Male,98.28955406,
Maldives,1997,Male,99.68583646,
Maldives,1996,Male,92.66951741,
Maldives,1995,Male,87.22401606,
Maldives,1994,Male,82.68609826,
Maldives,1993,Male,79.98080112,
Maldives,1992,Male,66.5764901,
Maldives,1991,Male,56.97704861,
Maldives,1990,Male,49.66401955,
Maldives,1989,Male,47.91866655,
Maldives,1988,Male,44.7159438,
Maldives,1987,Male,42.00191989,
Mali,2008,Bamako,126.331361,
Mali,2007,Bamako,115.6903353,
Mali,2006,Bamako,114.1025641,
Mali,2005,Bamako,112.34714,
Mali,2004,Bamako,105.6213018,
Mali,2003,Bamako,109.0729783,
Mali,2002,Bamako,110.4339251,
Mali,2001,Bamako,105.1282051,
Mali,2000,Bamako,100,
Mali,1999,Bamako,100.6903353,
Mali,1998,Bamako,101.8737673,4
Mali,1997,Bamako,97.98796364,
Mali,1996,Bamako,98.61932939,
Mali,1995,Bamako,92.68449138,
Mali,1994,Bamako,82.45636631,
Mali,1993,Bamako,66.10399352,
Mali,1992,Bamako,65.22008147,
Mali,1991,Bamako,70.71296345,
Mali,1990,Bamako,69.63964169,
Malta,2008,Not applicable,121.44305,
Malta,2007,Not applicable,116.479552,
Malta,2006,Not applicable,115.0104405,
Malta,2005,Not applicable,111.9672811,
Malta,2004,Not applicable,108.7142485,
Malta,2003,Not applicable,105.7760256,4
Malta,2002,Not applicable,105.1464064,
Malta,2001,Not applicable,102.9281278,
Malta,2000,Not applicable,100,
Malta,1999,Not applicable,97.6042591,
Malta,1998,Not applicable,95.56344277,
Malta,1997,Not applicable,93.34516415,
Malta,1996,Not applicable,90.59449867,
Malta,1995,Not applicable,88.73114463,4
Malta,1994,Not applicable,85.31691945,
Malta,1993,Not applicable,81.98785635,
Malta,1992,Not applicable,78.65879325,
Malta,1991,Not applicable,77.4200721,4
Malta,1990,Not applicable,75.50933906,
Malta,1989,Not applicable,73.31553446,
Malta,1988,Not applicable,72.67862344,
Malta,1987,Not applicable,72.04171243,
Malta,1986,Not applicable,71.68787298,
Malta,1985,Not applicable,70.27251517,
Malta,1984,Not applicable,70.48481884,
Malta,1983,Not applicable,70.7678904,4
Malta,1982,Not applicable,71.38720137,
Malta,1981,Not applicable,67.47005949,
Malta,1980,Not applicable,60.51055246,
Malta,1979,Not applicable,52.26984587,
Malta,1978,Not applicable,48.78622166,
Malta,1977,Not applicable,46.58766772,
Malta,1976,Not applicable,42.34925827,
Malta,1975,Not applicable,42.10927527,
Malta,1974,Not applicable,38.70693562,4
Malta,1973,Not applicable,36.07917353,
Malta,1972,Not applicable,33.47768906,
Malta,1971,Not applicable,32.4003066,
Malta,1970,Not applicable,31.66453322,
Malta,1969,Not applicable,30.53459552,
Marshall Islands,2008,Majuro,135.1563275,
Marshall Islands,2007,Majuro,114.9776675,
Marshall Islands,2006,Majuro,111.5434243,
Marshall Islands,2005,Majuro,106.898263,
Marshall Islands,2004,Majuro,102.3325062,
Marshall Islands,2003,Majuro,100.0595534,
Marshall Islands,2002,Majuro,103.0372208,
Marshall Islands,2001,Majuro,101.7568238,
Marshall Islands,2000,Majuro,100,
Marshall Islands,1999,Majuro,98.41191067,
Marshall Islands,1998,Majuro,96.80397022,
Marshall Islands,1997,Majuro,94.73945409,
Marshall Islands,1996,Majuro,90.36228288,
Marshall Islands,1995,Majuro,82.46153846,4
Marshall Islands,1994,Majuro,76.83194231,
Marshall Islands,1993,Majuro,72.68578153,
Marshall Islands,1992,Majuro,69.35861547,
Martinique,2008,Not applicable,119.9211045,
Martinique,2007,Not applicable,116.6666667,
Martinique,2006,Not applicable,113.9053254,
Martinique,2005,Not applicable,111.2426036,
Martinique,2004,Not applicable,108.5798817,
Martinique,2003,Not applicable,106.4102564,
Martinique,2002,Not applicable,104.2406312,
Martinique,2001,Not applicable,102.0710059,
Martinique,2000,Not applicable,100,
Martinique,1999,Not applicable,99.01380671,
Martinique,1998,Not applicable,98.61932939,4
Martinique,1997,Not applicable,97.38658777,
Martinique,1996,Not applicable,96.3182117,
Martinique,1995,Not applicable,95.00328731,
Martinique,1994,Not applicable,93.1130835,
Martinique,1993,Not applicable,90.97633136,
Martinique,1992,Not applicable,87.93556871,
Martinique,1991,Not applicable,84.89480605,
Martinique,1990,Not applicable,82.18277449,4
Martinique,1989,Not applicable,79.11959835,
Martinique,1988,Not applicable,76.87824996,
Martinique,1987,Not applicable,75.08517124,
Martinique,1986,Not applicable,72.43290897,
Martinique,1985,Not applicable,70.07949316,
Martinique,1984,Not applicable,64.92439185,
Martinique,1983,Not applicable,60.1054928,
Martinique,1982,Not applicable,54.39005439,
Martinique,1981,Not applicable,48.37576953,
Martinique,1980,Not applicable,41.91321499,101
Martinique,1979,Not applicable,37.35580659,
Martinique,1978,Not applicable,33.94041856,
Martinique,1977,Not applicable,30.71337913,
Martinique,1976,Not applicable,27.91326321,
Martinique,1975,Not applicable,25.08803414,
Martinique,1974,Not applicable,21.86099471,
Martinique,1973,Not applicable,18.39538039,
Martinique,1972,Not applicable,17.07694015,
Martinique,1971,Not applicable,16.1477537,
Martinique,1970,Not applicable,15.14322781,
Martinique,1969,Not applicable,14.18892822,
Mauritania,2008,Not applicable,170.3686491,102
Mauritania,2007,Not applicable,158.6768964,102
Mauritania,2006,Not applicable,147.9431272,102
Mauritania,2005,Not applicable,139.255959,102
Mauritania,2004,Not applicable,124.1894919,"4,102"
Mauritania,2003,Not applicable,114.4230012,102
Mauritania,2002,Not applicable,108.8617566,102
Mauritania,2001,Not applicable,104.7262702,102
Mauritania,2000,Not applicable,100,102
Mauritania,1999,Not applicable,96.84915321,102
Mauritania,1998,Not applicable,93.06813706,102
Mauritania,1997,Not applicable,86.17565971,102
Mauritania,1996,Not applicable,82.43402915,102
Mauritania,1995,Not applicable,78.69239858,102
Mauritania,1994,Not applicable,73.88735723,102
Mauritania,1993,Not applicable,70.93343836,102
Mauritania,1992,Not applicable,64.94682946,102
Mauritania,1991,Not applicable,58.96022056,102
Mauritania,1990,Not applicable,55.84875935,"13,102"
Mauritania,1984,Not applicable,100,102
Mauritania,1983,Not applicable,92.70588235,102
Mauritania,1982,Not applicable,88.39215686,102
Mauritius,2008,Not applicable,166.5221828,
Mauritius,2007,Not applicable,154.8992561,103
Mauritius,2006,Not applicable,139.4816107,
Mauritius,2005,Not applicable,128.0586885,
Mauritius,2004,Not applicable,122.0695492,
Mauritius,2003,Not applicable,116.5159836,
Mauritius,2002,Not applicable,112.1602459,4
Mauritius,2001,Not applicable,105.4098361,
Mauritius,2000,Not applicable,100,
Mauritius,1999,Not applicable,95.98360656,
Mauritius,1998,Not applicable,89.75409836,
Mauritius,1997,Not applicable,84.01639344,4
Mauritius,1996,Not applicable,78.85179955,
Mauritius,1995,Not applicable,73.96264687,
Mauritius,1994,Not applicable,69.75570155,
Mauritius,1993,Not applicable,65.03710071,4
Mauritius,1992,Not applicable,58.8057923,
Mauritius,1991,Not applicable,56.21141911,
Mauritius,1990,Not applicable,52.52665719,
Mauritius,1989,Not applicable,46.28512169,
Mauritius,1988,Not applicable,41.09637531,
Mauritius,1987,Not applicable,37.63721106,4
Mauritius,1986,Not applicable,37.42644268,
Mauritius,1985,Not applicable,36.76402776,
Mauritius,1984,Not applicable,34.47568533,
Mauritius,1983,Not applicable,32.09701359,
Mauritius,1982,Not applicable,30.38075677,4
Mauritius,1981,Not applicable,27.26446836,
Mauritius,1980,Not applicable,23.81822001,
Mauritius,1979,Not applicable,16.77907443,
Mauritius,1978,Not applicable,14.65266587,
Mauritius,1977,Not applicable,13.50391642,
Mauritius,1976,Not applicable,12.36738771,4
Mauritius,1975,Not applicable,10.90545594,
Mauritius,1974,Not applicable,9.507320559,
Mauritius,1973,Not applicable,7.363512982,
Mauritius,1972,Not applicable,6.488383802,
Mauritius,1971,Not applicable,6.156973935,
Mauritius,1970,Not applicable,6.136260818,
Mauritius,1969,Not applicable,6.043051793,
Mexico,2008,Not applicable,144.0170814,
Mexico,2007,Not applicable,136.9945767,
Mexico,2006,Not applicable,131.7655974,
Mexico,2005,Not applicable,127.1508085,
Mexico,2004,Not applicable,122.2696104,
Mexico,2003,Not applicable,116.7965154,
Mexico,2002,Not applicable,111.7135596,4
Mexico,2001,Not applicable,106.3675385,
Mexico,2000,Not applicable,100,
Mexico,1999,Not applicable,91.33187166,
Mexico,1998,Not applicable,78.33739925,
Mexico,1997,Not applicable,67.57465337,
Mexico,1996,Not applicable,56.02013402,
Mexico,1995,Not applicable,41.68823148,
Mexico,1994,Not applicable,30.88040021,4
Mexico,1993,Not applicable,28.86947168,
Mexico,1992,Not applicable,26.30434245,
Mexico,1991,Not applicable,22.77276844,
Mexico,1990,Not applicable,18.56543458,
Mexico,1989,Not applicable,14.65861278,
Mexico,1988,Not applicable,12.21471236,
Mexico,1987,Not applicable,5.703535373,
Mexico,1986,Not applicable,2.460251438,
Mexico,1985,Not applicable,1.321047337,
Mexico,1984,Not applicable,0.837453338,
